transaction_id,src_account,dst_account,pattern_type,is_fraud
4112cb47-c52,ACC003493,MERCHANT_RETAIL_43,normal,0
d1bc767c-e44,ACC003871,ACC003143,normal,0
83247a4c-c5a,ACC000300,MERCHANT_RETAIL_37,normal,0
e9d31034-8f5,ACC001637,MERCHANT_RESTAURANT_7,normal,0
4afb57c3-a24,ACC001295,MERCHANT_RETAIL_32,normal,0
5a0eb110-eb4,ACC004054,MERCHANT_RETAIL_9,normal,0
6a0af9b5-69f,ACC003963,MERCHANT_RETAIL_47,normal,0
2ea61cb4-47a,ACC002390,MERCHANT_FUEL_20,normal,0
124c4dc8-36e,ACC000809,MERCHANT_RESTAURANT_26,normal,0
3d5f20d8-19b,ACC003525,MERCHANT_RENT_13,normal,0
dac31b0d-6ad,ACC004804,MERCHANT_RETAIL_14,normal,0
16374780-663,ACC004993,MERCHANT_RENT_48,normal,0
825b7924-5d6,ACC003901,MERCHANT_INSURANCE_8,normal,0
3738f77e-1f5,ACC002312,MERCHANT_RETAIL_10,normal,0
470fcbed-ee2,ACC004134,ACC000551,normal,0
1692a792-791,ACC002600,MERCHANT_RETAIL_1,normal,0
e93c05b7-fc7,ACC000342,MERCHANT_FUEL_42,normal,0
b83e730e-02d,ACC003161,ACC001691,normal,0
f8d9a0d3-445,ACC004134,MERCHANT_RETAIL_47,normal,0
2be205b9-e01,ACC001193,MERCHANT_UTILITIES_12,normal,0
af860810-99c,ACC001297,ACC001066,normal,0
02f39830-76d,ACC000885,MERCHANT_INSURANCE_36,normal,0
fb5eefe0-e36,ACC004845,MERCHANT_FUEL_21,normal,0
73fc20b7-621,ACC002723,MERCHANT_SUBSCRIPTION_40,normal,0
7bf425df-f9f,ACC001174,MERCHANT_HEALTHCARE_10,normal,0
3254cf14-bd0,ACC004707,MERCHANT_FUEL_12,normal,0
10b26805-638,ACC000508,MERCHANT_UTILITIES_5,normal,0
3976bcf5-283,ACC003202,MERCHANT_RETAIL_2,normal,0
df724903-19d,ACC000366,MERCHANT_SUBSCRIPTION_7,normal,0
a9159653-68d,ACC003104,MERCHANT_RENT_25,normal,0
f91d5be1-bfe,ACC004868,MERCHANT_FUEL_36,normal,0
1f374201-ceb,ACC002989,MERCHANT_SUBSCRIPTION_27,normal,0
9dd6b1af-452,ACC000102,MERCHANT_HEALTHCARE_46,normal,0
9196a245-6af,ACC000718,MERCHANT_GROCERY_12,normal,0
a92ecc4b-3af,ACC001294,MERCHANT_SUBSCRIPTION_7,normal,0
3204be05-8a4,ACC002069,MERCHANT_RENT_3,normal,0
5b80451a-741,ACC000385,MERCHANT_SUBSCRIPTION_45,normal,0
440c380a-9bf,EXTERNAL_PAYROLL,ACC003493,normal,0
4129a727-118,ACC003292,MERCHANT_SUBSCRIPTION_23,normal,0
da7e31db-8a7,ACC000035,MERCHANT_RENT_49,normal,0
f4a95ba7-df3,ACC000969,MERCHANT_INSURANCE_4,normal,0
06917c74-de6,ACC003580,MERCHANT_INSURANCE_36,normal,0
a99c007e-7f2,ACC004994,MERCHANT_INSURANCE_20,normal,0
7c5a834a-c90,ACC001325,MERCHANT_HEALTHCARE_20,normal,0
3ea08a1e-84c,ACC002272,MERCHANT_GROCERY_15,normal,0
3d9632a1-c12,ACC002901,MERCHANT_RENT_24,normal,0
ca9b2d16-827,ACC000795,MERCHANT_RENT_44,normal,0
85b2a722-005,ACC004477,MERCHANT_FUEL_17,normal,0
f44123a5-330,ACC001033,MERCHANT_GROCERY_2,normal,0
0fb23ad6-48c,ACC004709,MERCHANT_RENT_20,normal,0
bac43226-8bc,EXTERNAL_PAYROLL,ACC001957,normal,0
56d86c09-fc7,ACC000494,MERCHANT_INSURANCE_18,normal,0
fb66d543-1c5,ACC000803,MERCHANT_GROCERY_9,normal,0
9527e783-b22,ACC002646,MERCHANT_RETAIL_35,normal,0
de8db568-967,ACC002865,MERCHANT_SUBSCRIPTION_4,normal,0
cd0c3b78-bbd,ACC001429,MERCHANT_RENT_18,normal,0
4882897a-06b,EXTERNAL_PAYROLL,ACC001774,normal,0
fe2d86c4-2f7,ACC000645,MERCHANT_RESTAURANT_24,normal,0
6f10c501-b65,EXTERNAL_PAYROLL,ACC001565,normal,0
03bc3088-7ee,EXTERNAL_PAYROLL,ACC002840,normal,0
0ca8c49f-75e,ACC000532,MERCHANT_HEALTHCARE_46,normal,0
2e6c89c0-f1c,ACC004642,MERCHANT_RENT_45,normal,0
69678be5-638,ACC001575,MERCHANT_RESTAURANT_7,normal,0
397e60b6-0a4,ACC004486,MERCHANT_SUBSCRIPTION_16,normal,0
e78f79bd-d62,ACC004606,ACC000146,normal,0
6ef49f8d-31f,EXTERNAL_PAYROLL,ACC003617,normal,0
0a6afb24-773,ACC003955,MERCHANT_RESTAURANT_49,normal,0
e15363cc-fe0,ACC002563,ACC002367,normal,0
be3dde53-b18,ACC000050,MERCHANT_INSURANCE_19,normal,0
31e0f1d6-cc8,ACC002021,ACC003577,normal,0
9f70cc20-bda,ACC000142,MERCHANT_INSURANCE_36,normal,0
235fa125-881,ACC003007,MERCHANT_UTILITIES_28,normal,0
5b149c5f-a38,ACC003572,MERCHANT_RESTAURANT_49,normal,0
901c7775-772,ACC000945,MERCHANT_FUEL_48,normal,0
34e5870f-85d,ACC003873,MERCHANT_SUBSCRIPTION_17,normal,0
bd2a702b-d9f,ACC003486,MERCHANT_FUEL_14,normal,0
69c5ea37-8c6,ACC002946,MERCHANT_RETAIL_3,normal,0
7a1e51bd-272,ACC000804,MERCHANT_UTILITIES_27,normal,0
e579629d-dfd,ACC000803,MERCHANT_SUBSCRIPTION_25,normal,0
3ad6a826-547,ACC000970,MERCHANT_GROCERY_13,normal,0
b0146498-460,ACC001043,ACC000975,normal,0
9cedcd71-193,ACC003902,MERCHANT_SUBSCRIPTION_40,normal,0
2cc1a50f-157,ACC000068,MERCHANT_SUBSCRIPTION_44,normal,0
fe6f8668-76c,ACC004160,MERCHANT_RESTAURANT_25,normal,0
9eccfe95-bdb,ACC002494,ACC002758,normal,0
b758eebf-127,ACC003811,MERCHANT_FUEL_28,normal,0
04c14b90-0cf,ACC003630,ACC003925,normal,0
c1510763-48f,ACC000109,MERCHANT_FUEL_24,normal,0
e6993fa7-6d5,ACC002009,MERCHANT_RESTAURANT_32,normal,0
00c7f380-dc7,ACC004894,MERCHANT_GROCERY_38,normal,0
f5d9c4d0-bf7,ACC003703,MERCHANT_RETAIL_25,normal,0
b8303e55-86e,ACC001853,MERCHANT_SUBSCRIPTION_31,normal,0
5c42fa91-c5a,ACC003807,ACC004247,normal,0
f7a03f2f-86e,ACC003507,MERCHANT_INSURANCE_24,normal,0
7557da80-6c8,ACC001963,MERCHANT_GROCERY_35,normal,0
e66090f4-a62,ACC002253,MERCHANT_HEALTHCARE_16,normal,0
bb310b4c-c52,ACC003629,MERCHANT_GROCERY_38,normal,0
18d74a5b-b19,ACC002702,MERCHANT_HEALTHCARE_21,normal,0
5b81244d-bb9,ACC002475,MERCHANT_UTILITIES_40,normal,0
66d89ca3-178,ACC004429,MERCHANT_RENT_27,normal,0
b8f6f79f-fb9,ACC000318,MERCHANT_RESTAURANT_37,normal,0
dbf99c44-160,ACC000220,MERCHANT_GROCERY_11,normal,0
46712580-a52,ACC004094,MERCHANT_HEALTHCARE_30,normal,0
64409c06-34e,ACC004276,MERCHANT_INSURANCE_37,normal,0
cd6b2dd9-74e,ACC001228,MERCHANT_INSURANCE_11,normal,0
929295a1-7fa,ACC002765,MERCHANT_RESTAURANT_30,normal,0
e912c60c-ca8,ACC000789,MERCHANT_RENT_41,normal,0
a0678609-253,ACC000767,MERCHANT_FUEL_34,normal,0
ddbd8e86-6c2,ACC001411,ACC003737,normal,0
7154df6f-aef,ACC002975,MERCHANT_SUBSCRIPTION_5,normal,0
568cb5a8-d6d,ACC002091,MERCHANT_INSURANCE_22,normal,0
ee2db7cf-94d,ACC002192,MERCHANT_RESTAURANT_27,normal,0
a222611e-c48,ACC001200,MERCHANT_GROCERY_10,normal,0
ed3c10b6-dc7,ACC004106,MERCHANT_RETAIL_17,normal,0
35cc4850-12c,ACC000467,MERCHANT_SUBSCRIPTION_42,normal,0
94d3b423-49e,ACC001031,MERCHANT_GROCERY_33,normal,0
cddd26af-2c0,ACC002911,MERCHANT_RESTAURANT_48,normal,0
14641e5a-c57,ACC000038,MERCHANT_RETAIL_10,normal,0
d47bc09f-0e3,ACC000269,MERCHANT_INSURANCE_43,normal,0
cdbffe8f-6fe,ACC002364,ACC000409,normal,0
28804723-c0a,ACC003047,MERCHANT_GROCERY_24,normal,0
bcec4b47-0ee,ACC002805,MERCHANT_GROCERY_41,normal,0
41fe28ff-d8a,ACC001159,MERCHANT_RETAIL_46,normal,0
fd84aaaa-213,ACC002886,MERCHANT_RESTAURANT_28,normal,0
501900cd-273,ACC002940,MERCHANT_RESTAURANT_15,normal,0
46b7acfd-255,ACC001825,MERCHANT_RENT_32,normal,0
32ad5f40-d4b,ACC002966,MERCHANT_INSURANCE_45,normal,0
b1fea527-e23,ACC003071,ACC004818,normal,0
7d798f76-dc9,ACC002878,MERCHANT_GROCERY_9,normal,0
eea65f22-da2,ACC000384,MERCHANT_INSURANCE_36,normal,0
4dc1c38f-a44,ACC002848,MERCHANT_HEALTHCARE_48,normal,0
f9da8b2a-926,ACC004332,ACC004493,normal,0
3e263d05-4b2,ACC001935,MERCHANT_GROCERY_33,normal,0
4d68b6b6-bc3,ACC001420,MERCHANT_RENT_30,normal,0
e9bf546e-e87,ACC003494,MERCHANT_HEALTHCARE_18,normal,0
c9a806d6-564,ACC001485,MERCHANT_SUBSCRIPTION_37,normal,0
e94bce80-491,ACC002306,MERCHANT_UTILITIES_21,normal,0
5574dba6-5c5,ACC000914,MERCHANT_INSURANCE_27,normal,0
e7ebee1c-a9c,ACC004378,MERCHANT_UTILITIES_10,normal,0
c4ede47b-15e,EXTERNAL_PAYROLL,ACC004069,normal,0
33a9dd90-6fa,ACC000708,MERCHANT_RETAIL_26,normal,0
e8e0923f-f3a,ACC003826,MERCHANT_RENT_44,normal,0
76e36fd6-306,ACC003915,MERCHANT_UTILITIES_45,normal,0
ad1cb2c1-298,ACC004729,MERCHANT_FUEL_33,normal,0
2305b807-aba,ACC000288,MERCHANT_INSURANCE_15,normal,0
3b46c4f1-2e7,ACC000456,MERCHANT_RESTAURANT_17,normal,0
9649473d-0a2,ACC003038,MERCHANT_FUEL_24,normal,0
b6de1175-ee7,ACC004476,MERCHANT_GROCERY_48,normal,0
63d0d5e1-7c2,ACC002850,MERCHANT_RESTAURANT_9,normal,0
556bb070-699,ACC004848,MERCHANT_INSURANCE_35,normal,0
c7a74cc3-254,ACC000383,MERCHANT_UTILITIES_5,normal,0
b8fffb60-8b7,ACC000232,MERCHANT_SUBSCRIPTION_19,normal,0
fdcfdf50-bfc,ACC002831,MERCHANT_RESTAURANT_9,normal,0
a7de6819-2c1,ACC002833,MERCHANT_UTILITIES_44,normal,0
1004b600-07a,ACC002136,MERCHANT_RETAIL_9,normal,0
eebc7a61-6cd,ACC004719,MERCHANT_GROCERY_15,normal,0
09445691-3d2,ACC003653,MERCHANT_RETAIL_36,normal,0
3098f748-6c3,ACC003800,MERCHANT_GROCERY_41,normal,0
0a644770-aac,ACC003059,MERCHANT_SUBSCRIPTION_30,normal,0
4e0703ac-157,ACC003914,MERCHANT_UTILITIES_34,normal,0
2787911a-24c,ACC004783,MERCHANT_FUEL_2,normal,0
69e67246-104,ACC001539,MERCHANT_INSURANCE_31,normal,0
de5db2de-5ef,ACC003117,MERCHANT_RETAIL_5,normal,0
a853b204-b41,ACC000417,MERCHANT_RENT_24,normal,0
5cde29e5-8f2,ACC002162,MERCHANT_HEALTHCARE_35,normal,0
552a0094-a41,ACC003368,MERCHANT_RETAIL_21,normal,0
6738e3f5-430,ACC001301,MERCHANT_INSURANCE_22,normal,0
58bcdf99-f04,ACC000284,MERCHANT_RETAIL_37,normal,0
cecce12e-b2a,ACC000071,MERCHANT_HEALTHCARE_22,normal,0
7a9f9d3e-306,ACC004067,MERCHANT_RESTAURANT_30,normal,0
1894a183-058,ACC001910,MERCHANT_FUEL_4,normal,0
efc97511-3ea,ACC004263,MERCHANT_GROCERY_22,normal,0
2f635e6a-0fb,ACC000164,MERCHANT_HEALTHCARE_6,normal,0
733f405d-f1c,ACC000034,MERCHANT_RETAIL_14,normal,0
21c98ed7-1d2,ACC001226,MERCHANT_FUEL_35,normal,0
26943511-45b,ACC001044,MERCHANT_RETAIL_44,normal,0
e3c5efb7-e0a,ACC003050,MERCHANT_RESTAURANT_43,normal,0
22818302-6ea,ACC003028,MERCHANT_FUEL_16,normal,0
8b9bf6b6-7bf,ACC000639,MERCHANT_RENT_30,normal,0
d7c10f5d-f8e,ACC001069,MERCHANT_GROCERY_48,normal,0
14e843b2-70d,ACC003725,MERCHANT_FUEL_30,normal,0
16e3ff66-12f,ACC003855,MERCHANT_FUEL_38,normal,0
6f927de5-57f,ACC002568,ACC002382,normal,0
d3817104-1d7,ACC001053,MERCHANT_INSURANCE_39,normal,0
74b021cd-dd3,ACC004997,MERCHANT_RESTAURANT_35,normal,0
9a1431c5-399,ACC000618,MERCHANT_FUEL_26,normal,0
b48a57ee-d51,ACC001480,MERCHANT_UTILITIES_40,normal,0
3a992d4c-289,ACC002642,MERCHANT_SUBSCRIPTION_48,normal,0
30d480b9-9f0,ACC000082,MERCHANT_UTILITIES_8,normal,0
6a175cec-57d,ACC002196,MERCHANT_SUBSCRIPTION_49,normal,0
d4d311c2-281,EXTERNAL_PAYROLL,ACC000455,normal,0
d16b6dce-ada,ACC001277,MERCHANT_UTILITIES_46,normal,0
b2ee82e8-a18,ACC003555,MERCHANT_RETAIL_48,normal,0
71e2a9f8-f25,ACC002881,MERCHANT_FUEL_23,normal,0
eacb251b-280,ACC001680,MERCHANT_FUEL_7,normal,0
14f86f35-582,ACC002555,MERCHANT_SUBSCRIPTION_47,normal,0
dbc19446-6c1,ACC001536,MERCHANT_RENT_22,normal,0
bd6f31cf-baa,ACC003291,MERCHANT_GROCERY_9,normal,0
af88934b-0aa,ACC000536,MERCHANT_SUBSCRIPTION_16,normal,0
fccbf640-abd,ACC004396,MERCHANT_UTILITIES_46,normal,0
9fa48fde-36e,ACC000901,MERCHANT_GROCERY_26,normal,0
d863238c-3a4,ACC003424,MERCHANT_RENT_19,normal,0
4d9c3bcf-c07,ACC000749,MERCHANT_RETAIL_12,normal,0
1bdf0b82-af4,ACC003753,MERCHANT_FUEL_34,normal,0
77558548-6b5,ACC002933,MERCHANT_HEALTHCARE_23,normal,0
d867fb18-fa1,ACC000565,MERCHANT_SUBSCRIPTION_9,normal,0
983d8f54-105,ACC000933,MERCHANT_RESTAURANT_31,normal,0
3327e473-a95,ACC003448,MERCHANT_RESTAURANT_29,normal,0
60accf90-198,ACC004142,MERCHANT_SUBSCRIPTION_5,normal,0
0a2db3d2-eed,ACC004428,MERCHANT_RETAIL_46,normal,0
d4d0dc73-0ba,ACC000097,MERCHANT_GROCERY_18,normal,0
9b48cad7-943,ACC002122,MERCHANT_UTILITIES_8,normal,0
39441c5d-582,ACC001972,MERCHANT_FUEL_41,normal,0
b0b19c02-6f2,ACC003313,MERCHANT_RENT_9,normal,0
4abf8a9f-1a1,ACC000573,MERCHANT_SUBSCRIPTION_33,normal,0
56e05930-299,ACC000071,MERCHANT_UTILITIES_48,normal,0
79c2a7b2-5dc,ACC004566,MERCHANT_GROCERY_48,normal,0
cf96e548-4f2,ACC001716,ACC003188,normal,0
180c646f-25b,ACC003935,MERCHANT_RESTAURANT_20,normal,0
4117b666-876,ACC001808,ACC001439,normal,0
6871823b-d1e,ACC001474,MERCHANT_HEALTHCARE_20,normal,0
c0498420-870,ACC004866,MERCHANT_RESTAURANT_7,normal,0
7305fa66-e6f,ACC002373,MERCHANT_GROCERY_26,normal,0
b1ff0e69-fbb,ACC004743,MERCHANT_HEALTHCARE_1,normal,0
2a76e010-226,ACC004262,MERCHANT_SUBSCRIPTION_27,normal,0
1fa72061-149,ACC003894,MERCHANT_HEALTHCARE_13,normal,0
b6dcac68-f19,ACC003646,MERCHANT_RETAIL_9,normal,0
36cf45f4-a9e,ACC004552,MERCHANT_RENT_31,normal,0
fb966681-d95,ACC003690,MERCHANT_SUBSCRIPTION_29,normal,0
0ae65aea-3b8,ACC004945,MERCHANT_INSURANCE_50,normal,0
2cbb3362-480,ACC003551,MERCHANT_INSURANCE_8,normal,0
07c9cfd4-771,ACC002339,ACC004307,normal,0
ec37578b-f89,ACC002670,MERCHANT_HEALTHCARE_45,normal,0
f12e11c3-c61,ACC003207,MERCHANT_RETAIL_45,normal,0
7e7ecdfa-e75,ACC003444,MERCHANT_GROCERY_48,normal,0
079b28a3-965,ACC000166,MERCHANT_GROCERY_47,normal,0
ecb55abc-0c8,ACC002897,MERCHANT_GROCERY_29,normal,0
8711eb6d-0d8,ACC003997,MERCHANT_RENT_39,normal,0
c4f390f3-0a7,ACC004174,MERCHANT_UTILITIES_15,normal,0
5fca9aa4-abf,ACC000667,MERCHANT_RENT_3,normal,0
c318bd6e-c31,ACC001113,ACC004278,fan_in_aggregation,1
8f37cd0d-a95,ACC001374,ACC003514,normal,0
20e22683-6c5,ACC001320,MERCHANT_GROCERY_35,normal,0
c1e89a06-5d0,ACC000448,MERCHANT_SUBSCRIPTION_33,normal,0
aa6d4684-c76,ACC002694,MERCHANT_RETAIL_48,normal,0
5f3d583f-cf8,ACC000588,MERCHANT_SUBSCRIPTION_30,normal,0
12bd15c3-ec0,ACC004789,MERCHANT_INSURANCE_12,normal,0
43ba78a8-5b1,ACC001358,MERCHANT_INSURANCE_31,normal,0
78554b5c-412,ACC001818,MERCHANT_RESTAURANT_21,normal,0
c873f019-6a2,ACC003343,MERCHANT_HEALTHCARE_7,normal,0
5b887c34-456,ACC000524,MERCHANT_GROCERY_40,normal,0
5b6ce559-b00,ACC004172,MERCHANT_RETAIL_9,normal,0
fee3d84f-cb6,ACC003384,MERCHANT_SUBSCRIPTION_40,normal,0
213e6955-038,ACC002582,MERCHANT_RENT_38,normal,0
f33f4ad9-23a,ACC002501,MERCHANT_RENT_38,normal,0
57e57e49-2f9,ACC000873,MERCHANT_RESTAURANT_13,normal,0
9c4a8a5b-83a,ACC002536,MERCHANT_RETAIL_33,normal,0
5a811f60-539,ACC001942,MERCHANT_FUEL_18,normal,0
7862a808-ead,ACC002519,MERCHANT_FUEL_45,normal,0
3f0c2f4b-5a7,ACC000528,ACC002798,normal,0
2c04ac11-3da,ACC000736,MERCHANT_FUEL_25,normal,0
2f567f41-fcb,ACC003990,MERCHANT_SUBSCRIPTION_15,normal,0
a01862e5-e5b,ACC000354,ACC004740,normal,0
dbf34c58-b7c,ACC003318,MERCHANT_INSURANCE_9,normal,0
d830b25b-1c5,ACC001262,MERCHANT_HEALTHCARE_46,normal,0
7b5b962a-33d,ACC003032,MERCHANT_HEALTHCARE_5,normal,0
8e6f8e49-f90,ACC004418,MERCHANT_FUEL_30,normal,0
dad88a48-ca1,ACC001758,MERCHANT_SUBSCRIPTION_35,normal,0
82d3a5cf-3c4,ACC000193,MERCHANT_HEALTHCARE_2,normal,0
063ab68d-6d4,ACC001459,MERCHANT_GROCERY_30,normal,0
595d257e-131,ACC000995,MERCHANT_HEALTHCARE_19,normal,0
b4b56445-2c0,ACC003080,ACC000013,normal,0
59d1bdf0-66a,ACC003452,MERCHANT_RESTAURANT_45,normal,0
db6427f8-045,ACC000951,MERCHANT_INSURANCE_50,normal,0
c9f94053-ac9,ACC003936,MERCHANT_SUBSCRIPTION_20,normal,0
13d559f8-4f9,ACC000871,ACC003093,normal,0
9414ef9f-9d5,ACC001111,MERCHANT_RENT_22,normal,0
23339977-adc,ACC004177,MERCHANT_SUBSCRIPTION_24,normal,0
88ef1283-ed7,ACC001738,MERCHANT_UTILITIES_42,normal,0
01ebe5a6-392,ACC001442,MERCHANT_SUBSCRIPTION_9,normal,0
1a9a1c36-d9c,ACC003113,MERCHANT_GROCERY_32,normal,0
12fdb9ca-e3b,ACC002507,ACC002247,normal,0
d4da09c1-e1d,ACC002640,MERCHANT_UTILITIES_21,normal,0
ffc2c6ec-efb,ACC002044,MERCHANT_FUEL_22,normal,0
b6c1298c-0a3,ACC004614,MERCHANT_GROCERY_16,normal,0
8c170fe6-459,ACC001532,MERCHANT_SUBSCRIPTION_24,normal,0
78e7a4de-b1d,ACC001034,MERCHANT_FUEL_46,normal,0
eac8cf98-cb0,ACC004181,MERCHANT_INSURANCE_16,normal,0
fb8b9e1f-fb3,ACC002160,MERCHANT_SUBSCRIPTION_47,normal,0
059111c6-afa,ACC001063,MERCHANT_INSURANCE_28,normal,0
64923cae-2e8,ACC000208,ACC003766,normal,0
8ca44fe5-756,ACC003370,MERCHANT_RENT_29,normal,0
f11a3c8c-c0d,ACC003400,MERCHANT_FUEL_27,normal,0
f3e90d93-b01,ACC000514,MERCHANT_FUEL_22,normal,0
755a2bed-f9e,ACC000093,ACC001732,normal,0
3100bb0f-f95,ACC003141,MERCHANT_HEALTHCARE_20,normal,0
dce97339-0dd,ACC000267,MERCHANT_SUBSCRIPTION_14,normal,0
caabce86-b98,ACC004989,MERCHANT_GROCERY_32,normal,0
f6d7590b-9af,ACC000007,MERCHANT_GROCERY_4,normal,0
e4353b94-cb3,ACC003693,MERCHANT_GROCERY_38,normal,0
8a58129b-a0a,ACC001769,MERCHANT_RENT_15,normal,0
0b326013-725,ACC000210,MERCHANT_SUBSCRIPTION_35,normal,0
e14a82aa-f95,ACC004087,MERCHANT_UTILITIES_19,normal,0
56b3b1bb-11f,ACC004638,MERCHANT_UTILITIES_31,normal,0
5ea8b519-a60,ACC004909,MERCHANT_RENT_44,normal,0
f5456cf9-dd2,ACC000355,MERCHANT_UTILITIES_29,normal,0
f4050ee4-187,ACC004150,ACC001570,normal,0
ec3e2101-601,ACC003563,MERCHANT_GROCERY_5,normal,0
1bbe89d8-ee0,ACC001660,MERCHANT_UTILITIES_3,normal,0
b420037f-8ea,ACC004423,MERCHANT_HEALTHCARE_24,normal,0
ef70b92b-474,ACC002917,MERCHANT_UTILITIES_18,normal,0
a2ebbaa9-0c5,ACC000107,MERCHANT_GROCERY_21,normal,0
7e42bbe5-594,ACC001536,MERCHANT_FUEL_22,normal,0
1178f899-349,ACC000127,MERCHANT_RESTAURANT_13,normal,0
8b023eb8-170,ACC003561,MERCHANT_SUBSCRIPTION_38,normal,0
d51e926f-3b9,ACC004229,ACC000822,normal,0
83c1ec24-0f8,ACC004843,MERCHANT_SUBSCRIPTION_31,normal,0
73d6f7c5-dc1,ACC004295,MERCHANT_SUBSCRIPTION_36,normal,0
2c3355f4-b17,ACC004969,MERCHANT_RESTAURANT_40,normal,0
36e2cfb6-43c,ACC004251,MERCHANT_INSURANCE_13,normal,0
c3b009b0-320,ACC003644,MERCHANT_RETAIL_42,normal,0
e2b0e115-5cb,ACC000478,MERCHANT_RENT_31,normal,0
628e1342-57d,ACC003362,MERCHANT_UTILITIES_32,normal,0
1c1dd162-079,ACC001439,MERCHANT_GROCERY_4,normal,0
3ead5d80-3a7,ACC002739,ACC002278,normal,0
7785c348-5b1,ACC002555,MERCHANT_UTILITIES_24,normal,0
9964359a-2fc,ACC002355,MERCHANT_RESTAURANT_4,normal,0
a4af0368-c2e,ACC000313,MERCHANT_HEALTHCARE_17,normal,0
2735ba4e-bf1,ACC001771,MERCHANT_RENT_46,normal,0
b23c9194-d58,ACC002872,MERCHANT_FUEL_26,normal,0
c6079be2-fec,ACC002437,MERCHANT_HEALTHCARE_13,normal,0
c3e9a7f8-1c7,ACC004669,MERCHANT_HEALTHCARE_20,normal,0
c8b5ae72-f02,ACC002721,ACC001683,normal,0
3c2660a8-5b3,ACC001891,ACC004464,normal,0
bcbb6bc0-cb3,EXTERNAL_PAYROLL,ACC000673,normal,0
cb8e9ed4-0b4,ACC001585,MERCHANT_SUBSCRIPTION_6,normal,0
aac952aa-4c8,ACC004865,MERCHANT_GROCERY_42,normal,0
5aefc91d-075,ACC000218,MERCHANT_RETAIL_45,normal,0
22db7f88-e50,ACC002488,ACC004432,normal,0
03f8a15d-108,ACC001861,MERCHANT_UTILITIES_17,normal,0
b80d4345-038,ACC002008,MERCHANT_FUEL_27,normal,0
a5bc0603-e1f,ACC002271,MERCHANT_FUEL_22,normal,0
3245c245-053,ACC000059,MERCHANT_RESTAURANT_31,normal,0
74762ec5-c85,ACC003579,ACC004758,normal,0
b4320877-7e2,ACC002952,MERCHANT_SUBSCRIPTION_46,normal,0
7639969c-182,ACC001365,MERCHANT_INSURANCE_26,normal,0
be29a5f3-6ad,ACC000421,MERCHANT_RESTAURANT_13,normal,0
5d0e0b8b-ae1,ACC001220,ACC000624,normal,0
5ac4270c-372,ACC002790,MERCHANT_RENT_29,normal,0
e697bdc3-168,ACC004405,MERCHANT_RESTAURANT_29,normal,0
ebbd8c18-42b,ACC002862,ACC003784,normal,0
fa5af4d6-7fc,ACC003495,ACC004875,layering_chain,1
58effd9d-daf,ACC002422,MERCHANT_HEALTHCARE_7,normal,0
3ade714d-a20,ACC002654,MERCHANT_INSURANCE_48,normal,0
1395a80e-ab9,ACC002466,MERCHANT_UTILITIES_20,normal,0
ac98a7f3-7ef,ACC002697,MERCHANT_INSURANCE_24,normal,0
ed4f8443-807,ACC001023,MERCHANT_SUBSCRIPTION_18,normal,0
dce49d05-277,ACC003770,ACC001948,normal,0
0523a536-8ca,ACC003653,MERCHANT_GROCERY_22,normal,0
a64eb5f3-c6a,ACC001695,ACC004789,normal,0
3ad651f6-2f2,ACC002815,ACC003276,normal,0
6c68faa6-e54,ACC003216,MERCHANT_HEALTHCARE_44,normal,0
787980df-17a,ACC002148,MERCHANT_UTILITIES_22,normal,0
5e116dc1-298,ACC001912,MERCHANT_UTILITIES_1,normal,0
5a7c4876-e2b,ACC004753,MERCHANT_HEALTHCARE_40,normal,0
9733bf96-91f,ACC002128,MERCHANT_RESTAURANT_3,normal,0
2e1a39d1-40f,ACC003707,MERCHANT_SUBSCRIPTION_31,normal,0
9e76f521-535,ACC001262,ACC000862,normal,0
82564b88-f6f,ACC000811,MERCHANT_RETAIL_12,normal,0
bd3cc118-844,ACC000558,MERCHANT_RETAIL_37,normal,0
bcc6fcd4-254,ACC001860,MERCHANT_RENT_33,normal,0
2a0b144f-9c4,ACC002256,MERCHANT_RETAIL_32,normal,0
ff4033c7-708,ACC002484,MERCHANT_INSURANCE_8,normal,0
eaaf3f5c-ab7,ACC002782,MERCHANT_GROCERY_40,normal,0
5a892eb3-e3a,ACC003286,MERCHANT_RENT_33,normal,0
12fdc60e-782,ACC003075,ACC001826,normal,0
14585e59-164,ACC003996,MERCHANT_RESTAURANT_4,normal,0
98806008-e58,ACC003798,MERCHANT_RENT_28,normal,0
5a2a9be4-fec,ACC001775,ACC002976,normal,0
8bb4caf3-ee3,ACC002840,MERCHANT_RENT_25,normal,0
e295bcad-ab6,ACC002437,MERCHANT_INSURANCE_1,normal,0
a8ecfffa-870,ACC004034,MERCHANT_GROCERY_29,normal,0
02ee9580-d24,ACC003638,MERCHANT_RENT_15,normal,0
1e2baec7-bd1,ACC000653,MERCHANT_RETAIL_25,normal,0
27d695fe-c28,ACC002235,ACC000649,normal,0
04cb3cf5-7e0,ACC001169,MERCHANT_RENT_30,normal,0
4c7baacd-bb7,ACC004300,ACC004710,normal,0
96743203-67b,ACC003767,ACC002771,normal,0
8a38f69c-ef2,ACC001639,MERCHANT_UTILITIES_26,normal,0
c3d95611-621,ACC002624,MERCHANT_HEALTHCARE_32,normal,0
a99e88d6-153,ACC003098,MERCHANT_INSURANCE_23,normal,0
31a25dcd-cfa,ACC000128,MERCHANT_RETAIL_47,normal,0
