account_id,account_type,opened_date,payday,monthly_salary
ACC002518,retail,2025-07-05,1,1046.02
ACC002519,retail,2024-09-26,12,1740.39
ACC002520,retail,2024-03-24,26,2663.87
ACC002521,retail,2025-08-13,3,1714.13
ACC002522,retail,2024-07-26,12,4275.65
ACC002523,retail,2025-11-23,8,2194.22
ACC002524,retail,2022-12-28,24,2478.71
ACC002525,retail,2025-07-04,22,2672.75
ACC002526,retail,2025-10-01,21,4394.33
ACC002527,retail,2025-08-02,4,1857.91
ACC002528,retail,2025-12-05,25,4439.91
ACC002529,retail,2025-06-06,19,2786.89
ACC002530,retail,2025-09-06,24,3788.18
ACC002531,retail,2025-12-08,25,2121.99
ACC002532,retail,2024-06-08,11,2457.27
ACC002533,retail,2025-02-09,5,3139.28
ACC002534,retail,2025-08-04,2,1150.22
ACC002535,retail,2024-07-22,12,2703.73
ACC002536,retail,2023-07-04,18,3353.93
ACC002537,retail,2025-02-15,11,2091.39
ACC002538,retail,2025-03-10,27,2609.64
ACC002539,retail,2025-05-06,21,3501.36
ACC002540,retail,2025-02-18,6,5056.34
ACC002541,retail,2024-04-12,27,1977.46
ACC002542,retail,2024-10-06,25,3472.29
ACC002543,retail,2025-06-03,22,4870.29
ACC002544,retail,2025-01-09,15,1837.09
ACC002545,small_business,2024-04-02,23,4564.89
ACC002546,retail,2021-08-30,16,2688.62
ACC002547,retail,2024-04-10,21,1827.51
ACC002548,retail,2024-09-12,6,5270.34
ACC002549,retail,2025-11-17,26,3159.51
ACC002550,retail,2024-07-08,5,2249.62
ACC002551,retail,2025-05-27,3,2593.43
ACC002552,retail,2021-12-01,23,2892.94
ACC002553,retail,2025-07-26,25,4665.15
ACC002554,retail,2025-12-25,15,3338.31
ACC002555,retail,2025-03-22,2,3757.73
ACC002556,retail,2024-11-14,10,3583.22
ACC002557,retail,2024-01-27,7,2265.91
ACC002558,retail,2025-09-27,2,4138.63
ACC002559,retail,2025-10-04,26,2424.44
ACC002560,retail,2025-03-23,7,1979.7
ACC002561,retail,2025-08-28,2,3080.9
ACC002562,retail,2025-08-13,11,2571.57
ACC002563,retail,2024-07-01,10,2961.68
ACC002564,retail,2024-09-12,17,4734.98
ACC002565,retail,2025-05-14,13,2854.76
ACC002566,retail,2024-12-11,27,4651.01
ACC002567,retail,2025-05-20,18,2759.15
ACC002568,small_business,2025-04-10,16,5370.27
ACC002569,retail,2024-04-27,9,3253.07
ACC002570,retail,2025-04-24,2,4991.77
ACC002571,small_business,2024-06-21,25,7024.81
ACC002572,retail,2025-12-12,21,2470.3
ACC002573,retail,2025-02-18,7,2336.95
ACC002574,retail,2025-03-05,10,1991.92
ACC002575,retail,2025-10-24,12,2656.69
ACC002576,retail,2025-05-05,28,3287.94
ACC002577,retail,2024-06-04,25,5284.12
ACC002578,retail,2025-11-14,2,2686.48
ACC002579,retail,2025-05-17,28,5366.41
ACC002580,retail,2025-06-19,21,2324.11
ACC002581,retail,2025-09-21,11,1471.22
ACC002582,retail,2025-10-19,9,5981.2
ACC002583,retail,2023-11-28,4,2910.67
ACC002584,new_account,2025-07-23,26,0.0
ACC002585,retail,2025-11-25,12,1509.2
ACC002586,retail,2025-11-25,14,3915.5
ACC002587,retail,2025-05-07,13,4380.86
ACC002588,retail,2022-07-24,24,4052.1
ACC002589,retail,2025-02-26,15,2978.91
ACC002590,retail,2025-09-30,13,1151.28
ACC002591,retail,2021-09-07,11,3219.76
ACC002592,retail,2025-05-06,6,3461.35
ACC002593,retail,2025-10-29,16,5335.69
ACC002594,retail,2025-09-06,23,2546.94
ACC002595,retail,2021-05-04,16,2197.41
ACC002596,retail,2025-11-07,12,3473.69
ACC002597,retail,2023-10-31,26,1763.64
ACC002598,small_business,2025-09-10,17,2543.14
ACC002599,retail,2025-06-02,9,2931.92
ACC002600,retail,2025-10-01,26,2015.61
ACC002601,retail,2024-09-21,3,6120.46
ACC002602,retail,2023-11-11,24,3304.04
ACC002603,retail,2025-11-14,14,2597.25
ACC002604,retail,2025-05-13,3,1794.14
ACC002605,small_business,2025-07-25,14,5510.79
ACC002606,small_business,2023-06-19,20,4159.97
ACC002607,new_account,2025-09-07,27,0.0
ACC002608,retail,2025-03-14,6,2316.7
ACC002609,retail,2025-12-26,18,2235.02
ACC002610,retail,2025-10-18,10,2059.82
ACC002611,retail,2024-08-31,11,3282.47
ACC002612,retail,2022-07-30,4,2284.09
ACC002613,retail,2025-09-10,3,4334.76
ACC002614,retail,2025-03-19,11,4067.46
ACC002615,retail,2025-10-14,22,2627.78
ACC002616,retail,2022-12-13,10,3318.34
ACC002617,retail,2021-10-28,10,3000.25
ACC002618,retail,2025-08-03,15,3156.83
ACC002619,retail,2025-08-06,20,3602.05
ACC002620,retail,2025-01-04,23,2250.34
ACC002621,small_business,2025-08-19,14,3671.21
ACC002622,retail,2024-09-23,6,1935.63
ACC002623,retail,2025-09-07,23,4800.31
ACC002624,retail,2025-05-26,15,2810.9
ACC002625,retail,2025-05-24,12,2526.6
ACC002626,retail,2024-05-03,15,3019.84
ACC002627,retail,2024-11-24,2,5290.8
ACC002628,retail,2025-07-29,24,3340.59
ACC002629,retail,2023-08-11,28,4534.0
ACC002630,retail,2024-10-10,12,2885.85
ACC002631,retail,2024-10-28,20,3406.18
ACC002632,retail,2025-06-28,14,1099.79
ACC002633,retail,2025-11-22,9,1962.68
ACC002634,retail,2024-10-03,21,6084.92
ACC002635,retail,2025-01-06,26,3812.26
ACC002636,retail,2023-07-06,2,3655.08
ACC002637,retail,2023-08-31,3,9644.69
ACC002638,small_business,2023-06-26,22,1976.0
ACC002639,retail,2025-08-26,21,1592.09
ACC002640,retail,2025-08-29,13,1640.92
ACC002641,retail,2025-12-04,12,2034.8
ACC002642,retail,2025-12-07,17,3667.58
ACC002643,retail,2024-05-26,26,2681.63
ACC002644,retail,2025-04-22,24,3450.6
ACC002645,retail,2024-06-05,22,6806.87
ACC002646,retail,2025-12-29,6,3175.56
ACC002647,retail,2023-05-26,1,3357.3
ACC002648,retail,2025-07-15,5,5807.48
ACC002649,retail,2024-11-01,28,5768.86
ACC002650,retail,2025-10-26,20,2317.66
ACC002651,retail,2025-06-06,22,1922.25
ACC002652,retail,2023-09-15,26,4141.55
ACC002653,retail,2023-05-10,15,4821.17
ACC002654,retail,2024-12-26,2,2991.46
ACC002655,retail,2023-10-31,5,4405.34
ACC002656,retail,2025-09-23,3,1895.32
ACC002657,retail,2025-06-05,8,4255.74
ACC002658,retail,2025-05-02,25,2338.1
ACC002659,retail,2024-12-27,21,2662.84
ACC002660,retail,2025-08-31,12,4876.98
ACC002661,retail,2025-05-08,12,2109.93
ACC002662,retail,2025-09-27,13,2833.84
ACC002663,retail,2025-06-03,19,3556.97
ACC002664,retail,2025-05-08,2,1679.93
ACC002665,retail,2025-10-02,20,1358.57
ACC002666,retail,2025-04-01,5,1648.37
ACC002667,retail,2025-02-08,22,2106.6
ACC002668,retail,2024-03-07,15,3725.12
ACC002669,small_business,2025-11-04,12,1638.9
ACC002670,retail,2025-07-28,12,2966.33
ACC002671,retail,2024-08-24,15,1880.33
ACC002672,retail,2024-03-12,25,3113.91
ACC002673,retail,2024-12-25,3,4320.97
ACC002674,retail,2025-11-26,19,1468.22
ACC002675,retail,2025-10-10,5,6300.79
ACC002676,retail,2025-12-28,17,2121.01
ACC002677,retail,2024-12-25,12,3092.77
ACC002678,retail,2025-01-26,13,3606.51
ACC002679,small_business,2024-01-28,11,1904.23
ACC002680,retail,2025-03-27,21,2204.05
ACC002681,retail,2025-03-28,9,3167.07
ACC002682,retail,2025-08-18,8,2651.62
ACC002683,retail,2025-05-24,4,6459.74
ACC002684,retail,2025-04-03,1,3303.38
ACC002685,retail,2024-06-20,24,2414.81
ACC002686,retail,2024-08-04,6,1756.47
ACC002687,retail,2025-09-27,16,1739.06
ACC002688,retail,2024-07-07,17,2080.74
ACC002689,retail,2025-05-04,13,3212.47
ACC002690,retail,2025-11-29,18,2928.63
ACC002691,retail,2025-01-09,4,1651.59
ACC002692,retail,2025-12-10,9,6137.85
ACC002693,retail,2025-03-26,25,1812.03
ACC002694,retail,2025-10-17,9,3568.61
ACC002695,small_business,2023-11-22,23,2234.82
ACC002696,retail,2025-04-06,15,1900.24
ACC002697,retail,2024-10-13,7,4353.45
ACC002698,retail,2024-03-20,20,3047.27
ACC002699,retail,2025-11-08,10,1871.28
ACC002700,retail,2025-09-01,23,2583.25
ACC002701,retail,2025-06-03,16,2265.12
ACC002702,retail,2023-11-13,7,4747.39
ACC002703,retail,2024-10-28,4,1928.77
ACC002704,retail,2024-07-23,5,8301.58
ACC002705,retail,2024-10-17,28,3543.75
ACC002706,retail,2025-06-09,3,2237.53
ACC002707,retail,2025-03-25,15,2901.81
ACC002708,retail,2025-09-04,6,1939.4
ACC002709,retail,2020-09-17,23,4236.89
ACC002710,retail,2024-05-27,15,3612.82
ACC002711,retail,2025-11-10,3,2510.27
ACC002712,retail,2025-07-15,26,1771.45
ACC002713,retail,2024-08-25,22,1454.36
ACC002714,retail,2025-07-18,28,4597.45
ACC002715,retail,2020-08-07,11,2573.15
ACC002716,retail,2025-07-26,22,3948.19
ACC002717,retail,2025-09-02,12,1999.72
ACC002718,retail,2025-03-21,23,1477.76
ACC002719,small_business,2025-12-15,3,8662.53
ACC002720,small_business,2025-12-12,18,3099.09
ACC002721,retail,2023-11-25,18,3639.32
ACC002722,retail,2024-07-23,10,2599.67
ACC002723,small_business,2024-10-30,10,2365.2
ACC002724,small_business,2025-04-22,28,2889.97
ACC002725,retail,2024-09-20,6,1946.11
ACC002726,retail,2025-12-06,23,2920.13
ACC002727,retail,2024-12-08,23,5113.66
ACC002728,retail,2024-12-15,23,3010.23
ACC002729,retail,2024-09-13,21,5564.17
ACC002730,retail,2025-07-13,6,1365.61
ACC002731,small_business,2025-11-05,26,2668.43
ACC002732,retail,2025-09-27,12,2278.59
ACC002733,retail,2025-05-12,17,2954.33
ACC002734,retail,2024-09-20,8,2912.65
ACC002735,retail,2024-09-09,4,2316.15
ACC002736,retail,2024-01-19,7,2646.13
ACC002737,new_account,2025-04-04,26,0.0
ACC002738,retail,2025-11-02,5,4080.9
ACC002739,retail,2022-11-10,8,1464.0
ACC002740,retail,2023-05-03,26,3955.98
ACC002741,retail,2024-12-03,16,4067.45
ACC002742,retail,2024-12-01,1,3349.45
ACC002743,retail,2024-05-11,12,3019.58
ACC002744,retail,2025-09-26,18,2939.4
ACC002745,retail,2024-01-26,19,2118.42
ACC002746,retail,2025-01-28,12,2385.8
ACC002747,retail,2024-01-28,15,3020.13
ACC002748,retail,2025-01-06,26,1876.61
ACC002749,retail,2021-09-19,18,3391.41
ACC002750,retail,2025-09-20,5,3642.29
ACC002751,retail,2024-11-15,20,2012.37
ACC002752,retail,2023-07-21,3,1589.91
ACC002753,retail,2025-06-18,3,2052.99
ACC002754,retail,2023-02-07,10,4050.34
ACC002755,retail,2023-01-29,13,2526.13
ACC002756,retail,2025-01-22,23,4101.84
ACC002757,retail,2025-02-03,24,2387.39
ACC002758,retail,2025-07-30,16,4390.15
ACC002759,retail,2023-11-26,17,3496.78
ACC002760,retail,2025-03-14,14,2675.4
ACC002761,retail,2024-10-25,25,2948.48
ACC002762,retail,2024-07-17,14,2242.8
ACC002763,retail,2025-01-03,27,3123.94
ACC002764,retail,2025-11-29,19,5666.05
ACC002765,retail,2024-08-10,3,1296.86
ACC002766,retail,2025-07-24,5,3994.84
ACC002767,retail,2025-02-13,11,4923.66
ACC002768,retail,2024-09-12,21,3727.49
ACC002769,retail,2025-01-12,3,2800.1
ACC002770,retail,2025-10-02,15,2634.41
ACC002771,retail,2025-03-18,15,1284.55
ACC002772,retail,2021-11-02,22,3044.9
ACC002773,retail,2025-05-17,17,4213.78
ACC002774,retail,2025-07-19,12,3905.16
ACC002775,retail,2025-01-20,5,1500.55
ACC002776,retail,2025-07-03,27,2729.83
ACC002777,retail,2024-03-02,25,2832.85
ACC002778,retail,2024-10-28,18,3840.24
ACC002779,retail,2025-08-09,21,2552.81
ACC002780,retail,2025-06-23,19,2014.81
ACC002781,new_account,2025-05-25,6,0.0
ACC002782,retail,2024-08-24,25,3182.25
ACC002783,retail,2024-01-16,5,6010.59
ACC002784,retail,2023-12-15,14,2575.86
ACC002785,retail,2025-09-28,17,2504.1
ACC002786,new_account,2025-09-05,28,0.0
ACC002787,retail,2025-12-20,2,2129.03
ACC002788,retail,2025-01-28,27,3008.61
ACC002789,retail,2025-02-19,4,3827.48
ACC002790,retail,2025-08-03,17,3777.93
ACC002791,retail,2025-09-20,5,3101.76
ACC002792,retail,2025-10-04,10,2413.43
ACC002793,retail,2025-04-27,6,5121.63
ACC002794,retail,2025-03-26,6,3374.12
ACC002795,retail,2025-03-16,11,3605.81
ACC002796,retail,2024-07-10,23,3923.06
ACC002797,retail,2025-10-02,8,4009.53
ACC002798,retail,2025-04-23,12,4755.69
ACC002799,retail,2025-11-03,17,2186.34
ACC002800,retail,2021-09-21,10,3711.63
ACC002801,retail,2025-12-03,28,1744.47
ACC002802,retail,2024-09-04,3,4601.28
ACC002803,retail,2025-11-26,9,3027.29
ACC002804,small_business,2025-06-25,7,5165.95
ACC002805,retail,2024-08-16,21,3442.22
ACC002806,retail,2025-08-17,18,3380.5
ACC002807,retail,2024-08-14,9,2582.25
ACC002808,small_business,2025-03-07,5,1304.9
ACC002809,retail,2025-04-18,21,6965.0
ACC002810,retail,2021-04-30,10,2884.89
ACC002811,retail,2023-07-15,20,4431.42
ACC002812,retail,2022-06-06,18,6064.43
ACC002813,retail,2022-09-16,3,1649.66
ACC002814,retail,2024-07-02,17,1484.05
ACC002815,retail,2025-02-14,21,3173.94
ACC002816,retail,2025-07-30,6,7684.54
ACC002817,retail,2025-10-05,19,2562.9
ACC002818,small_business,2025-03-21,19,2352.99
ACC002819,retail,2025-06-06,5,5552.92
ACC002820,retail,2025-02-21,6,2747.23
ACC002821,retail,2025-04-02,22,10374.15
ACC002822,retail,2025-11-09,20,3178.8
ACC002823,retail,2025-06-10,24,3885.1
ACC002824,small_business,2024-11-21,20,2318.65
ACC002825,small_business,2024-02-15,11,4986.82
ACC002826,retail,2025-10-18,27,2052.38
ACC002827,retail,2023-11-20,19,2000.65
ACC002828,retail,2025-12-01,2,2118.52
ACC002829,retail,2024-04-02,27,2304.75
ACC002830,retail,2025-12-30,28,1384.45
ACC002831,retail,2024-10-08,1,1654.99
ACC002832,retail,2024-08-09,3,3974.55
ACC002833,small_business,2025-05-12,2,6172.81
ACC002834,retail,2025-04-18,21,6590.95
ACC002835,retail,2025-01-17,25,2995.16
ACC002836,small_business,2022-11-20,19,2810.57
ACC002837,retail,2025-07-26,9,2292.39
ACC002838,retail,2023-05-11,21,3207.34
ACC002839,retail,2025-08-31,7,2135.15
ACC002840,retail,2023-02-18,25,4281.18
ACC002841,retail,2024-07-17,19,2723.51
ACC002842,retail,2025-11-10,14,2884.08
ACC002843,retail,2025-07-02,20,4056.14
ACC002844,retail,2025-11-20,21,6547.03
ACC002845,retail,2024-09-13,1,2934.65
ACC002846,retail,2024-09-02,16,4210.66
ACC002847,retail,2025-05-07,21,2962.46
ACC002848,retail,2025-08-07,18,3130.34
ACC002849,retail,2025-08-09,10,2521.01
ACC002850,retail,2025-07-27,21,2288.36
ACC002851,retail,2025-11-07,10,2426.06
ACC002852,retail,2025-03-25,16,4485.72
ACC002853,retail,2025-12-14,8,5295.15
ACC002854,retail,2025-08-23,26,2489.65
ACC002855,retail,2025-03-12,26,2203.05
ACC002856,retail,2025-06-24,22,2056.4
ACC002857,retail,2025-02-24,13,4901.87
ACC002858,retail,2025-11-29,10,3843.47
ACC002859,retail,2025-11-26,15,2843.9
ACC002860,retail,2024-07-23,3,4775.73
ACC002861,retail,2025-09-23,23,3509.59
ACC002862,retail,2025-02-17,2,7690.3
ACC002863,small_business,2023-06-16,6,5209.16
ACC002864,retail,2024-03-26,15,2937.66
ACC002865,retail,2025-03-26,14,1487.54
ACC002866,retail,2025-11-03,16,4190.76
ACC002867,retail,2025-07-12,15,2071.71
ACC002868,retail,2025-07-13,7,2079.37
ACC002869,retail,2025-11-20,11,5259.45
ACC002870,retail,2025-07-01,20,5036.49
ACC002871,retail,2023-08-21,5,4211.73
ACC002872,retail,2025-05-23,11,2199.82
ACC002873,retail,2024-03-09,28,3887.26
ACC002874,retail,2024-05-31,23,5950.23
ACC002875,retail,2025-09-29,11,2470.71
ACC002876,retail,2021-12-01,24,2546.88
ACC002877,retail,2025-02-24,28,1388.97
ACC002878,retail,2024-06-07,12,3748.0
ACC002879,retail,2023-11-18,13,3494.06
ACC002880,retail,2025-07-15,5,2698.39
ACC002881,retail,2024-04-21,25,3380.07
ACC002882,retail,2025-10-22,12,3553.4
ACC002883,retail,2024-01-23,17,4160.01
ACC002884,retail,2025-10-07,18,3033.96
ACC002885,retail,2024-03-17,4,1430.38
ACC002886,retail,2025-01-18,11,2316.8
ACC002887,retail,2023-09-27,8,3750.4
ACC002888,retail,2025-09-10,15,2188.83
ACC002889,retail,2025-08-13,4,5803.64
ACC002890,retail,2025-08-11,9,1408.1
ACC002891,retail,2023-09-18,15,4779.04
ACC002892,small_business,2025-08-31,8,7446.63
ACC002893,small_business,2018-10-17,5,1472.48
ACC002894,retail,2024-07-31,4,2957.3
ACC002895,retail,2025-12-23,2,2699.57
ACC002896,retail,2025-08-15,10,1454.39
ACC002897,retail,2025-06-06,13,3699.33
ACC002898,retail,2025-03-01,28,3028.69
ACC002899,retail,2024-10-14,20,1687.24
ACC002900,retail,2025-11-16,14,2188.53
ACC002901,retail,2025-09-01,8,2912.64
ACC002902,retail,2025-03-16,28,3091.67
ACC002903,retail,2025-06-10,6,4085.84
ACC002904,small_business,2024-05-11,27,4066.31
ACC002905,retail,2024-01-27,11,2456.34
ACC002906,retail,2025-10-10,19,1948.19
ACC002907,retail,2025-08-14,24,4485.7
ACC002908,retail,2025-09-19,11,2329.22
ACC002909,retail,2025-12-14,7,1738.54
ACC002910,new_account,2024-08-16,25,0.0
ACC002911,retail,2025-08-01,6,6936.26
ACC002912,retail,2025-10-10,16,2112.81
ACC002913,retail,2025-09-05,17,4355.77
ACC002914,retail,2025-07-18,15,2637.58
ACC002915,retail,2025-12-25,16,2869.42
ACC002916,retail,2022-08-13,10,5955.85
ACC002917,small_business,2023-05-18,16,1214.11
ACC002918,retail,2024-09-20,1,3223.3
ACC002919,retail,2025-10-01,3,2383.87
ACC002920,retail,2025-08-17,13,2631.14
ACC002921,retail,2024-03-20,17,3295.3
ACC002922,retail,2025-10-11,15,4119.26
ACC002923,retail,2025-07-05,8,2342.44
ACC002924,retail,2025-10-15,7,2983.08
ACC002925,retail,2025-04-27,19,982.87
ACC002926,small_business,2025-09-27,12,2774.3
ACC002927,retail,2024-07-18,2,4029.38
ACC002928,retail,2025-04-27,2,3102.4
ACC002929,retail,2024-12-22,10,2164.33
ACC002930,retail,2025-03-04,16,2441.59
ACC002931,retail,2024-09-09,20,1861.45
ACC002932,retail,2024-08-10,27,3595.42
ACC002933,retail,2025-06-14,21,4421.17
ACC002934,small_business,2024-10-13,22,1580.76
ACC002935,retail,2025-04-30,16,4475.51
ACC002936,retail,2025-05-14,10,2536.77
ACC002937,retail,2024-05-16,18,3087.72
ACC002938,retail,2025-07-16,1,2499.61
ACC002939,retail,2025-04-23,28,2220.69
ACC002940,retail,2025-12-19,4,2632.33
ACC002941,retail,2022-08-15,14,4096.83
ACC002942,retail,2024-01-31,5,5113.57
ACC002943,retail,2025-03-26,9,4007.72
ACC002944,retail,2025-12-02,24,5836.57
ACC002945,retail,2025-03-02,12,1619.34
ACC002946,retail,2023-07-30,25,1878.7
ACC002947,retail,2024-02-05,13,2106.56
ACC002948,retail,2025-12-11,12,2736.85
ACC002949,retail,2025-07-21,2,4398.32
ACC002950,retail,2025-09-24,13,4226.44
ACC002951,retail,2025-02-18,2,2582.82
ACC002952,retail,2024-04-15,19,1826.21
ACC002953,retail,2025-11-08,18,2307.54
ACC002954,retail,2025-06-27,7,5396.46
ACC002955,retail,2025-07-17,12,2380.89
ACC002956,retail,2024-05-19,18,1683.18
ACC002957,retail,2025-12-15,10,4796.73
ACC002958,retail,2025-04-04,3,3892.85
ACC002959,retail,2024-07-16,13,1967.09
ACC002960,small_business,2025-11-18,17,4134.79
ACC002961,new_account,2023-11-06,15,0.0
ACC002962,retail,2022-12-11,25,2124.73
ACC002963,retail,2025-12-03,18,3801.61
ACC002964,retail,2024-07-09,9,1588.91
ACC002965,retail,2023-10-02,27,1956.63
ACC002966,retail,2025-06-21,20,3619.69
ACC002967,retail,2024-10-21,22,2122.52
ACC002968,retail,2025-10-05,20,2565.32
ACC002969,retail,2025-03-29,4,2923.3
ACC002970,retail,2025-11-06,5,5442.67
ACC002971,retail,2025-03-05,4,1935.26
ACC002972,retail,2025-10-04,13,2162.65
ACC002973,retail,2025-09-22,12,2436.08
ACC002974,retail,2025-02-05,26,4631.77
ACC002975,retail,2025-09-06,11,3629.31
ACC002976,retail,2025-12-16,18,4578.71
ACC002977,retail,2025-09-24,12,2118.87
ACC002978,retail,2024-05-01,25,6253.0
ACC002979,retail,2025-10-24,5,2522.2
ACC002980,retail,2025-01-20,7,1303.29
ACC002981,retail,2025-12-23,20,3089.48
ACC002982,retail,2024-02-16,17,1409.23
ACC002983,retail,2025-08-13,13,6753.34
ACC002984,retail,2024-01-10,17,2906.32
ACC002985,retail,2023-12-14,2,3615.97
ACC002986,retail,2025-02-14,2,4039.66
ACC002987,retail,2024-03-10,2,2130.66
ACC002988,retail,2025-09-27,5,4261.07
ACC002989,retail,2025-10-18,23,3853.58
ACC002990,retail,2025-05-07,11,4023.46
ACC002991,retail,2023-11-08,26,1331.47
ACC002992,retail,2025-09-21,16,2735.82
ACC002993,retail,2025-08-28,17,705.97
ACC002994,retail,2024-08-13,15,2735.19
ACC002995,retail,2024-07-18,5,5524.29
ACC002996,retail,2022-04-18,20,2440.73
ACC002997,retail,2025-11-09,17,3704.16
ACC002998,retail,2024-06-29,5,5416.48
ACC002999,retail,2024-12-26,11,2796.01
ACC003000,retail,2025-12-25,20,4503.73
ACC003001,retail,2025-12-19,11,1696.69
ACC003002,retail,2024-09-28,6,4258.81
ACC003003,retail,2025-08-08,13,1909.66
ACC003004,retail,2023-01-18,20,2197.98
ACC003005,retail,2024-05-26,24,2644.19
ACC003006,retail,2025-08-29,27,3405.3
ACC003007,small_business,2025-10-30,10,1748.9
ACC003008,new_account,2022-10-11,19,0.0
ACC003009,retail,2025-09-27,11,5012.35
ACC003010,new_account,2025-10-14,17,0.0
ACC003011,retail,2025-07-20,27,3893.33
ACC003012,retail,2025-05-28,17,2782.72
ACC003013,retail,2020-03-01,18,5298.97
ACC003014,retail,2024-12-15,16,1782.48
ACC003015,retail,2022-12-17,23,1561.9
ACC003016,retail,2024-05-26,19,2535.98
ACC003017,retail,2025-03-16,10,2983.1
ACC003018,retail,2025-09-01,16,8814.32
ACC003019,small_business,2024-11-13,27,3670.01
ACC003020,retail,2023-02-01,1,2315.78
ACC003021,retail,2024-10-08,12,3788.71
ACC003022,retail,2024-04-18,11,3991.52
ACC003023,new_account,2025-03-02,22,0.0
ACC003024,retail,2024-01-28,4,5201.84
ACC003025,retail,2024-05-11,14,3046.11
ACC003026,retail,2025-04-30,19,3134.48
ACC003027,retail,2025-07-11,10,5042.67
ACC003028,retail,2025-10-05,26,3965.18
ACC003029,retail,2024-04-14,24,8429.81
ACC003030,retail,2024-10-25,28,1495.74
ACC003031,retail,2023-07-13,23,2654.0
ACC003032,retail,2024-03-06,21,3560.51
ACC003033,retail,2020-10-08,1,4518.9
ACC003034,retail,2025-06-07,20,1983.17
ACC003035,retail,2025-07-02,16,3112.54
ACC003036,retail,2022-01-19,9,8456.95
ACC003037,retail,2025-01-25,21,2912.79
ACC003038,retail,2025-02-07,26,4680.29
ACC003039,retail,2025-10-26,25,3070.35
ACC003040,small_business,2024-03-17,19,4805.11
ACC003041,retail,2025-12-30,19,1743.77
ACC003042,small_business,2025-10-17,8,2622.99
ACC003043,retail,2025-03-17,24,2135.72
ACC003044,retail,2025-11-25,2,2271.16
ACC003045,retail,2025-06-29,19,3537.53
ACC003046,retail,2025-02-02,16,5938.61
ACC003047,retail,2022-12-28,6,3171.82
ACC003048,retail,2024-03-21,17,2541.95
ACC003049,retail,2025-08-14,21,2491.2
ACC003050,retail,2024-08-12,24,3273.79
ACC003051,retail,2025-11-20,20,4380.86
ACC003052,retail,2025-12-16,25,4751.61
ACC003053,retail,2025-06-29,27,3217.79
ACC003054,small_business,2025-06-17,13,1882.05
ACC003055,retail,2026-01-01,5,3853.66
ACC003056,retail,2024-12-25,27,2675.5
ACC003057,retail,2022-12-13,22,2669.43
ACC003058,retail,2025-05-19,8,2579.4
ACC003059,retail,2023-10-09,2,5637.44
ACC003060,retail,2025-11-24,19,5356.6
ACC003061,retail,2017-09-01,23,2297.87
ACC003062,retail,2024-10-06,4,2615.84
ACC003063,retail,2024-06-27,7,1997.69
ACC003064,retail,2025-08-29,1,2117.44
ACC003065,retail,2025-05-14,15,6779.63
ACC003066,retail,2025-09-08,11,3162.53
ACC003067,retail,2025-07-14,14,4205.18
ACC003068,retail,2025-09-17,5,4122.04
ACC003069,retail,2025-01-28,14,9377.65
ACC003070,retail,2025-02-02,23,2078.09
ACC003071,retail,2025-11-16,7,2361.79
ACC003072,retail,2021-11-30,14,3496.85
ACC003073,small_business,2025-12-08,17,1758.07
ACC003074,retail,2024-01-23,25,2709.44
ACC003075,small_business,2024-11-25,20,4761.25
ACC003076,retail,2023-05-15,16,1537.5
ACC003077,retail,2025-02-09,28,1848.86
ACC003078,retail,2024-02-25,28,1988.11
ACC003079,retail,2025-07-28,24,5075.46
ACC003080,retail,2023-11-14,24,2840.58
ACC003081,retail,2022-10-17,2,1744.02
ACC003082,retail,2025-07-24,23,2454.62
ACC003083,retail,2024-12-24,5,4652.01
ACC003084,retail,2024-11-15,17,2897.35
ACC003085,retail,2024-06-11,7,3408.48
ACC003086,small_business,2025-07-24,18,3736.54
ACC003087,retail,2025-12-27,11,2670.82
ACC003088,retail,2025-12-21,22,2482.73
ACC003089,small_business,2025-12-29,16,2262.79
ACC003090,small_business,2023-07-23,17,3594.2
ACC003091,retail,2024-10-12,13,1803.3
ACC003092,retail,2025-08-17,11,4992.45
ACC003093,retail,2025-11-20,6,3379.52
ACC003094,retail,2024-12-11,15,1646.09
ACC003095,retail,2026-01-01,18,2779.82
ACC003096,small_business,2025-06-05,11,5136.19
ACC003097,retail,2025-04-17,18,5421.8
ACC003098,retail,2025-08-02,12,2660.18
ACC003099,retail,2025-12-17,22,1673.09
ACC003100,retail,2024-11-03,25,3561.52
ACC003101,retail,2024-06-23,28,4404.27
ACC003102,small_business,2024-03-14,24,2991.54
ACC003103,retail,2025-08-10,22,2675.39
ACC003104,retail,2021-10-19,21,1709.73
ACC003105,retail,2025-02-10,26,2932.18
ACC003106,retail,2024-12-18,23,7070.23
ACC003107,retail,2025-05-31,9,2181.88
ACC003108,retail,2025-10-23,20,4000.23
ACC003109,retail,2023-12-13,16,2535.34
ACC003110,retail,2024-08-09,7,4689.69
ACC003111,retail,2025-10-20,8,3077.79
ACC003112,new_account,2025-07-21,9,0.0
ACC003113,retail,2025-09-23,18,3389.28
ACC003114,retail,2025-03-21,10,2055.82
ACC003115,retail,2025-12-18,8,2436.57
ACC003116,retail,2025-04-05,10,3278.92
ACC003117,retail,2024-06-19,25,2129.6
ACC003118,retail,2025-09-09,10,3394.47
ACC003119,retail,2024-02-13,23,3760.2
ACC003120,retail,2023-12-13,7,5742.12
ACC003121,new_account,2025-09-18,23,0.0
ACC003122,retail,2025-04-30,23,4286.43
